,Unnamed: 0,Unnamed: 0.1,mid,name,sex,level,has_fans_badge,title,has_live_room,zone,following,follower,follower_mid_list
734,734,473837611,473837611,新华社,保密,6,True,新华社官方账号,1,"{'动画': 1, '时尚': 2, '生活': 52, '国创': 1, '纪录片': 47, '影视': 49, '数码': 1, '资讯': 701, '美食': 6, '音乐': 27, '知识': 58, '娱乐': 1}",27,734310,"[21778636, 254463269, 407045223, 99157282, 18706318, 351914826, 20165629, 32708543]"
735,735,275981,275981,小绝,男,6,True,bilibili 知名游戏UP主,1,"{'时尚': 1, '生活': 9, '数码': 1, '游戏': 295}",36,728213,"[419738808, 10119428, 17819768, 454719565, 448039667, 562197, 53456, 9617619, 927587, 1543732, 14804670, 5970160, 19642758, 7487399, 21837784, 122879, 546195, 25150941, 419220, 9008159, 433351, 389088, 7349, 168598, 1605721, 423895, 585267, 4162287]"
736,736,234782,234782,祈Inory,女,6,True,,1,"{'动画': 6, '生活': 13, '音乐': 298, '知识': 2, '游戏': 7}",68,729344,"[208259, 3404595, 489412051, 7679753, 16419172, 5055, 11073, 282994, 37090048, 197098, 198439, 2306780, 53456, 26321887, 403748305, 1467772, 116683, 43536]"
737,737,303517323,303517323,五金少女,保密,6,False,bilibili 知名UP主,1,{'生活': 16},2,727536,[]
738,738,38053181,38053181,oooooohmygosh,男,6,True,bilibili 知名UP主,1,{'知识': 14},145,726624,"[402576555, 254463269, 26798384, 53456, 345630501, 258150656, 326081112, 262453663, 403943112, 51705359, 627888730, 532741557, 8960728, 174501086, 7788379, 483311105, 3127528, 25910292, 38351330, 163637592, 208259, 7584632, 344849038, 927587, 535019206, 6457791, 38294246, 393166851, 641975239, 605205509, 591856754, 8047632, 946974, 642389251, 106685726, 235555226, 129259501, 1848018, 151365295, 352637817, 1962633, 254726274, 517327498, 546195, 246370149, 473519710, 122879]"
739,739,67907025,67907025,猴博士爱讲课,保密,6,False,,1,{'知识': 31},0,729216,[]
740,740,168687092,168687092,鸽子不咕啊,保密,6,True,bilibili 知名UP主,1,"{'动画': 34, '鬼畜': 3, '生活': 3, '游戏': 11}",352,722695,"[28330240, 52190805, 604003146, 3066511, 476704454, 5870268, 13118294, 8730238, 326968804, 21778636, 1958342, 46708782, 651039864, 30222764, 3957971, 591856754, 3766866, 646730844, 477631979, 104207471, 808171, 2206456, 1420982, 14946689, 5970160, 37961599, 310702549, 883968, 7552204, 285499073, 125526, 39627524, 521444, 7788379, 32365949, 488836173, 1774758, 397076059, 3127528, 13354765, 1885078, 29329085, 382193067, 471723540, 2378908, 34646754, 17409016, 444348914, 5294454, 75547577, 306895558, 492628109, 23604445, 203337614, 28642491, 21330948, 357229416, 338748561, 7714, 262453663, 25422790, 129240403, 451066708, 396848107, 10558098, 517327498, 297242063, 356798697, 15385187, 27756469, 481393564, 353840826, 7375428, 81824112, 562197, 15377173, 32786875, 53456, 37663924, 332704117, 777536, 33918431, 3345720, 394067394, 8491103, 1577804, 337521240, 9008159, 19071708, 216623621, 326246517, 946974, 35359510, 8366990, 257975429, 1950209, 5293668, 6171645, 17546432, 24314825, 2374194, 10345615, 1893045, 25876945, 36825256, 7792521, 43536, 18202105, 40966108, 433351, 234256, 14583962, 198297, 284120, 16794231, 168064909, 6574487, 423895, 385474, 216844, 1351379, 489412051, 35789774, 7458285, 12434430, 287795639, 129259501, 21031789, 67141499, 211005705, 436473455, 72956117, 50952087, 407045223, 1438811, 486183, 888465, 1318997, 401742377, 254463269, 32708543, 1473830, 23920239, 472747194, 320491072, 19642758, 32708587, 382651856, 4408538, 32660634, 37946996, 178778949, 72270557, 19577966, 386900246, 54992199, 116683, 386043247, 3682229, 59905809, 3379951, 1565155]"
741,741,5771902,5771902,波靖仔,男,6,True,Vlog领域优质UP主,1,"{'时尚': 1, '生活': 47, '影视': 4, '美食': 156, '音乐': 1, '游戏': 1, '娱乐': 3}",371,722750,"[285571498, 1848018, 80991539, 7349, 39627524, 585267, 419872064, 402923390, 2306780, 414641554, 3957971, 337521240, 486287787, 9617619, 2689967, 38053181, 476704454, 382986457, 395936853, 419743655, 51705359, 25515594, 13118294, 646730844, 54992199, 10330740, 235630215, 319438468, 438880209, 107486042, 22141287, 596324576, 353539995, 25150941, 20166755, 37663924, 3218685, 4856007, 246370149, 145149047, 808171, 486633990, 305642157, 19642758, 338927049, 2920960, 37961599, 339233162, 472747194, 9824766, 235555226, 28642491, 287795639, 43976732, 163637592, 37291782]"
742,742,359516438,359516438,TED超级演讲家,女,6,True,bilibili 知名科普UP主,0,"{'动画': 35, '生活': 22, '国创': 1, '影视': 6, '知识': 907}",45,720514,"[221648, 142371069, 235555226, 6926237, 9458053, 395936853, 295711424, 37090048, 236711132, 22121599]"
743,743,249491937,249491937,GLR_G,保密,6,True,Vlog领域优质UP主,1,"{'时尚': 120, '生活': 62}",24,719143,"[36267054, 53166650, 4029133, 520155988, 651039864, 37090048, 3743849, 208259, 517327498, 326246517, 434376696, 486287787, 37663924, 14583962, 9458053, 290548469, 472747194]"
744,744,474853499,474853499,李如儒也是李蠕蠕,保密,6,False,bilibili 知名UP主,0,"{'生活': 97, '音乐': 1, '游戏': 1, '娱乐': 1}",5,721692,"[1532165, 37090048]"
745,745,198297,198297,进击的冰糖,女,6,True,bilibili 知名UP主、直播签约主播,1,"{'动画': 531, '鬼畜': 2, '番剧': 2, '生活': 4, '音乐': 75, '知识': 1, '游戏': 114, '娱乐': 1}",659,717478,"[299732210, 298484, 349991143, 27534330, 403748305, 351899011, 28053896, 198439, 730732, 79577853, 271442527, 3127528, 401742377, 466272, 927587, 517327498, 137952, 7596516, 3046429, 63231, 501183549, 2306780, 10330740, 488836173, 50329118, 316381099, 1351379, 386900246, 9117212, 642389251, 326968804, 119801456, 70666, 11073, 473519710]"
746,746,42870908,42870908,网不红萌叔Joey,男,6,True,bilibili 知名UP主,1,"{'时尚': 17, '生活': 195, '数码': 1, '美食': 62, '游戏': 2}",25,719708,"[66391032, 394609671, 337521240, 3766866, 37663924, 254463269, 946974, 927587, 546195, 99157282, 11061327, 16206007, 37090048, 79061224, 521444, 883968, 1532165, 1885078]"
747,747,9068441,9068441,冰攻厂BeSo,保密,6,True,bilibili 知名鬼畜UP主,1,"{'动画': 3, '鬼畜': 94, '生活': 2, '音乐': 1, '娱乐': 1}",149,715766,"[269319344, 11253297, 512574759, 2306780, 402923390, 96070394, 1770706, 37663924, 216844, 18030567, 357229416, 2200736, 216025, 6171645, 515993, 24314825, 250648682, 402574397, 1893045, 1918296, 322892, 1791101, 403748305, 398510, 8034163, 22770727, 161775300, 11997177, 163637592, 171818544, 38294246, 129259501, 11073, 26366366, 37090048, 7349, 730732, 2989565, 250858633, 59905809, 328303954, 7792521, 208259, 26311441, 375375, 927587, 1398957, 63231, 5374954, 14110780, 346059, 2733216, 40966108, 7714, 25876945, 367877, 122879, 3380239, 4128618, 137952, 777536]"
748,748,19419058,19419058,10后找人带,男,6,True,bilibili 知名游戏UP主,1,"{'鬼畜': 3, '生活': 76, '音乐': 1, '知识': 1, '游戏': 2831}",1972,714338,"[13043933, 102999485, 3766866]"
749,749,41683,41683,TranScend全盛舞蹈工作室,保密,6,False,深圳市南山区全盛舞蹈工作室,1,"{'舞蹈': 717, '生活': 2, '娱乐': 3}",13,717909,[55775966]
750,750,388063772,388063772,GoDlike_神超,保密,6,True,LOL前职业选手神超,0,"{'鬼畜': 1, '生活': 1, '游戏': 935}",18,714342,"[3682229, 178778949, 50329118, 1565155, 383578614, 279991456, 37090048]"
751,751,2691287,2691287,小巫酱w,保密,6,True,bilibili 知名舞蹈UP主、直播签约主播,1,"{'舞蹈': 204, '时尚': 16, '生活': 50, '影视': 1, '美食': 1, '知识': 3}",9,714364,[1774758]
752,752,299732210,299732210,-TS映画-,保密,6,True,bilibili 新星UP主,1,"{'动画': 199, '鬼畜': 1, '生活': 1, '国创': 51, '影视': 2, '数码': 1, '音乐': 19, '游戏': 13}",279,713083,"[26311441, 519872016, 520155988, 344849038, 7980111, 15377173, 80304, 5870268, 52250, 2142762, 651039864, 53456, 378885845, 25910292, 598464467, 246370149, 486287787, 119801456, 235630215, 617285, 2435767, 3433092, 642389251, 295723, 510856133, 98627270, 33253839, 470465, 268990278, 481393564, 14804670, 590490400, 72956117, 3046429, 79577853, 257975429, 208259, 99902757, 21306228, 124735327, 37663924, 75547577, 258150656, 96070394, 235555226, 18706318, 7788379, 240769971, 1848018, 397540531, 290548469, 326246517, 13354765, 466272, 5970160, 15324420, 21837784, 5374954, 14328316, 20615621, 24314825, 3766866, 3295, 14583962, 546195, 11073, 562197, 38829, 99336697, 163637592, 171818544, 4474705, 17409016, 10119428, 2920960, 3127528, 79061224, 161775300, 1939319, 10345615, 9008159, 632887, 3969839, 17819768, 14110780, 2733216, 47291, 279991456, 6574487, 3379951, 394067394, 257851644, 250858633, 40966108, 946974, 1577804, 2206456, 7792521, 888465, 102984190, 18030567, 10040906, 927587, 3760773, 3211302, 27218150, 13043933, 8047632, 38294246, 17171565, 125526, 37090048, 777536, 5293668, 4128618, 32786875]"
753,753,19859602,19859602,Real麦克老师,男,6,False,bilibili 知名科普UP主,1,"{'鬼畜': 1, '生活': 161, '纪录片': 1, '影视': 5, '美食': 18, '音乐': 1, '知识': 67, '娱乐': 8}",50,713820,"[104207471, 30625977, 315898473, 25807917, 85835398, 1858682, 262453663, 250111460, 163637592, 39915398, 4474705, 394067394, 24801003, 6574487, 37090048, 176037767, 32820037, 10345615, 96145884, 82385070, 15834498, 32786875, 391679, 6857104]"
754,754,16671656,16671656,空卡空卡空空卡,女,6,True,bilibili 知名UP主,1,"{'舞蹈': 3, '时尚': 18, '生活': 19, '美食': 1, '音乐': 1, '知识': 65}",73,713444,"[11733609, 481470422, 34189415, 8695736, 345630501, 37090048, 2897191, 19456751, 6926237, 472747194, 2539073]"
755,755,80304,80304,亚食人,保密,6,True,bilibili 知名动漫UP主,1,"{'动画': 52, '生活': 6, '国创': 27, '影视': 87, '知识': 35, '游戏': 22}",232,713744,"[18202105, 489412051, 254463269, 23920239, 15324420, 2920960, 11139681, 434376696, 63231, 617285, 72270557, 338748561, 345630501, 37090048, 2689967, 648113003, 14328316, 50329118, 1328260, 401742377, 15377173, 479409514, 627888730, 486633990, 598464467, 651039864, 254726274, 908383, 2435767, 454719565, 521249172, 512574759, 434378423, 378885845, 488836173, 946974, 25422790, 300159010, 5294454, 16419172, 9617619, 10330740, 470156882, 290548469, 483311105, 72956117, 15262818, 519872016, 79577853, 250475408, 614735, 1958342, 474521380, 353840826, 1893045, 98627270, 119801456, 3066511, 326246517, 517327498, 2200736, 280793434, 37663924, 14110780, 3127528, 1848018, 456664753, 3433092, 32820037, 9008159, 472747194, 14583962, 3386870, 99336697, 7792521, 5632230, 9824766, 250858633, 927587, 410964, 7064298, 407045223, 20165629, 808171, 7584632, 102984190, 32786875, 19071708, 295723, 290526283, 176037767, 208259, 38294246, 53456, 8047632, 235555226, 54992199, 398510, 419220, 159122, 2192108, 20503549, 6171645, 375375, 26311441, 1532165, 777536, 7349, 2733216, 11073, 3380239, 122879]"
756,756,14328316,14328316,艺画开天,保密,6,True,艺画开天 官方账号,1,"{'动画': 1, '生活': 1, '国创': 52, '游戏': 1}",123,712348,"[893053, 646730844, 13279707, 3766866, 303864990, 37090048, 489412051, 888465, 402923390, 321173469, 17819768, 32708543, 946974, 38294246, 174501086, 385474, 268990278, 20165629, 21031789, 26366366, 98627270, 8047632, 295723, 777536, 2, 26633150, 208259, 5293668]"
757,757,38829,38829,本气黑猫,男,6,True,bilibili 知名游戏UP主,1,"{'动画': 88, '番剧': 1, '游戏': 1800}",640,711962,"[1577804, 642389251, 7450650, 21330948, 423895, 4128618, 430669728, 401742377, 256763, 1393437, 36825256, 234256, 1420982, 4059920, 546195, 168687092, 19419058]"
758,758,3218685,3218685,小满家的晚饭,保密,6,True,bilibili 知名美食UP主,1,"{'生活': 6, '美食': 68}",6,712454,"[27756469, 90361813, 7552204, 546195, 37090048]"
759,759,410964,410964,胖雪人Ozu,男,6,True,bilibili 知名UP主，《我是特优声》声音演员,1,"{'生活': 19, '影视': 2, '数码': 3, '音乐': 13, '知识': 51, '游戏': 1, '娱乐': 3}",693,711491,"[294081438, 351477766, 17819768, 3386870, 44688866, 7552204, 25876945, 39915398, 3066511, 434376696, 451320374, 353539995, 7788379, 36267054, 430969192, 641975239, 14871346, 487511093, 642389251, 120586, 3211302, 198439, 486287787, 53456, 35359510, 14583962, 402576555, 246370149, 365135915, 4223935, 37663924, 10119428, 36207566, 332432527, 104207471, 489412051, 9117212, 50063223, 596324576, 605205509, 5848380, 8784855, 10897973, 429618480, 8112659]"
760,760,20646254,20646254,暴走吧bilibili,保密,5,True,,1,{'娱乐': 23},4,710351,"[1643718, 883968]"
761,761,249608727,249608727,杨可爱Ukulele,女,6,True,bilibili 知名音乐UP主,1,"{'时尚': 4, '生活': 6, '音乐': 113}",279,716682,"[514019783, 42561463, 174501086, 208259, 120586, 27201651, 40539064, 11139681, 605205509, 3046429, 26321887, 532741557, 590490400, 596324576, 483879799, 3404595, 151365295, 27756469, 328303954, 16206007, 517327498, 390461123, 66606350, 1774758, 345630501, 481393564, 37663924, 474853499, 250858633, 320818292, 320491072, 483203976, 489412051, 163637592, 347667464, 456664753, 26321770, 301940, 386043247, 18202105, 477446031, 479893558, 265059948, 9824766, 6574487, 419743655, 235555226, 395936853, 41683, 104207471, 38351330, 55775966, 12444306, 11870568, 18020792, 262453663, 9008159, 98627270, 35836017, 113362335, 8047632, 19577966, 6075139, 17409016, 257975429, 7487399, 21562856, 20165629, 777536, 1532165, 11336264, 250111460, 349721082, 350632501, 1893045, 1447574, 391679, 123938419, 387994725, 383444910, 20503549, 3379951, 37090048, 26366366, 22245135, 20615621, 521444, 10128411, 234782, 284120, 32708543, 33523307, 466272, 282994]"
762,762,15877140,15877140,都说先生,男,6,True,bilibili 知名动漫UP主,1,"{'动画': 329, '生活': 26, '国创': 11, '影视': 55, '知识': 2}",2,709808,"[517327498, 235555226]"
763,763,36046546,36046546,时空小涵,男,6,True,bilibili 知名UP主,1,"{'生活': 1, '游戏': 157}",68,710284,"[326246517, 306895558, 197098, 26240675, 12807175, 99157282, 262453663, 163637592, 178029850, 8730238, 596324576, 22298920, 279991456, 295723, 26139491, 481470422, 66606350, 389088, 383578614, 125526, 546195, 66391032, 406745134, 1837617, 53456, 28642491, 185546, 92568184, 279583114, 37090048, 4578433, 2206456, 285499073, 4223935, 5970160, 15634833, 1605721, 470465, 416128940, 7552204, 235555226, 2728123, 883968, 13354765, 32786875, 19642758, 122879, 1565155, 1577804, 43976732, 562197]"
764,764,26311441,26311441,一咸菊菊,保密,6,True,bilibili 知名UP主，「创想无双——bilibili新作大乱斗」特别优胜奖获得者,1,"{'鬼畜': 100, '生活': 1, '音乐': 1}",51,708478,"[532741557, 548824, 235555226, 515993, 24314825, 398510, 2192108, 30222764, 7792521, 185546, 9068441, 59905809, 5374954, 6171645, 7714, 51766, 777536, 40966108, 19071708, 283538, 375375, 122879]"
765,765,301940,301940,Gluneko,男,6,True,bilibili 知名UP主,1,"{'音乐': 12, '游戏': 136}",12,707659,[168598]
766,766,3211302,3211302,艾尔十六,男,6,True,bilibili 知名UP主,1,"{'动画': 209, '鬼畜': 5, '生活': 2, '国创': 18, '影视': 2, '游戏': 7}",649,707106,"[453972, 5870268, 14871346, 434376696, 430669728, 4408538, 526559715, 37199377, 287795639, 1328260, 7817472, 90361813, 641975239, 54256094, 235630215, 59905809, 397540531, 310702549, 410964, 648113003, 26798384, 321422126, 16853896, 14110780, 908383, 38053181, 488836173, 456664753, 33683045, 519872016, 10897973, 233114659, 5970160, 452309333, 3766866, 514019783, 1848018, 483311105, 5294454, 474521380, 8864484, 357229416, 79577853, 520155988, 415479453, 448039667, 11684621, 80304, 9303228, 719238, 145149047, 3295]"
767,767,548824,548824,鸡鸡·夫斯基,保密,6,False,bilibili 知名UP主,1,"{'鬼畜': 272, '生活': 43, '影视': 20, '音乐': 2, '游戏': 43}",252,706267,"[946974, 651039864, 474267806, 254463269, 9303228, 9617619, 546195, 398510, 16206007, 50329220, 7375428, 37663924, 42561463, 5970160, 63231, 250111460, 52165725, 3743849, 20892823, 1774758, 185546, 270355850, 532741557, 471792754, 20165629, 176037767, 2929048, 26311441, 436473455, 517327498, 448039667, 16836724, 37090048, 39627524, 25422790, 279991456, 103073257, 472747194, 4543111, 88773777, 3682229, 437316738, 16484, 928123, 37199377, 75547577, 163637592, 617285, 8366990, 14583962, 39101587, 161419374, 4856007, 356798697, 391679, 3295, 54992199, 9458053, 40966108, 10119428, 1939319, 7980111, 11278782, 730732, 3046429, 203337614, 61369218, 25623387, 17409016, 164139557, 23995656, 6574487, 2, 99157282, 154021609, 6739643, 43976732, 466272, 4474705, 123938419, 2206456, 168598, 423895, 11336264, 175861153, 94114029, 3380239, 10345615, 32786875, 8578857, 1605721, 32365949, 7792521, 927687, 19071708, 433351, 808171, 125526, 7458285, 777536, 389088, 284120, 883968, 8580411, 2403047, 4162287, 4408538, 14110780, 21562856, 5055, 7005369, 120586, 7349]"
768,768,13164144,13164144,魔法Zc目录,男,6,True,bilibili 知名游戏UP主、直播签约主播,1,"{'动画': 1, '生活': 3, '音乐': 1, '游戏': 163}",499,707250,"[470156882, 29440965, 419220, 102999485, 419872064, 590490400, 322892, 174501086, 481470422, 946974, 9617619, 3766866, 353840826, 287795639, 517327498, 472747194, 233108841, 410964, 1958342, 361471422, 4128618, 35562588, 1577804, 34646754, 321173469, 8188433, 420182, 35359510, 326246517, 163637592, 437316738, 72270557, 161775300, 387994725, 38294246, 37090048, 315551393, 290526283, 258150656, 3562949, 178778949, 235555226, 20503549, 244144308, 1328260, 2192108, 208259, 1473830, 123938419]"
769,769,3386870,3386870,轩邈Elias,男,6,True,bilibili 知名影视UP主,1,"{'动画': 7, '舞蹈': 1, '生活': 7, '国创': 8, '影视': 114, '数码': 2, '音乐': 1, '游戏': 16, '娱乐': 44}",209,711140,"[29440965, 154021609, 888465, 1918296, 258844831, 235630215, 383578614, 642389251, 648113003, 42619059, 14583962, 27218150, 10119428, 526559715, 397540531, 517327498, 3345720, 37090048, 8047632, 119801456, 7552204, 79061224, 5870268, 138832847, 3433092, 684169, 6739643, 80304, 99336697, 29296192, 54992199, 294081438, 10040906, 4370617, 15773384, 25876945, 50329220, 279991456, 2539073, 271442527, 4162287, 178778949, 50329118, 17171565, 125526, 11336264, 123938419, 68412710, 2929048, 295723, 34858100, 893053, 88461692, 433351, 466272, 43536, 17819768, 927587, 3682229, 14082, 4408538, 1565155, 21562856, 19456751, 730732, 7349, 10462362, 7458285, 282994, 8580411, 346059, 137952, 777536]"
770,770,250475408,250475408,阿里巴巴,保密,6,True,阿里巴巴官方账号,1,"{'动画': 30, '鬼畜': 6, '舞蹈': 11, '时尚': 5, '生活': 202, '纪录片': 26, '影视': 30, '数码': 2, '美食': 12, '音乐': 59, '知识': 95, '游戏': 5, '娱乐': 9}",683,704276,"[15773384, 598464467, 15960317, 66607740, 383578614, 3379951, 32708543, 651039864, 51705359, 8491103, 14804670, 605544858, 627888730, 473519710, 642389251, 310702549, 284120, 11073, 316381099, 282994, 648113003, 646730844, 526559715, 348640514, 39915398, 38053181, 10897973, 54992199, 517327498, 6457791, 9458053, 605205509, 2223018, 596324576, 7714, 42561463, 777536, 474390659, 353230307, 30222764, 3404595]"
771,771,388576777,388576777,英语的平行世界,男,6,True,知识领域优质UP主,0,"{'时尚': 1, '生活': 9, '影视': 2, '知识': 291}",34,706357,"[510856133, 598464467, 2435767, 355596637, 472129071, 235555226, 258150656, 434376696, 472747194, 486287787, 163637592, 388699948, 437316738]"
772,772,386043247,386043247,腾格尔,男,6,True,歌唱家腾格尔,1,"{'舞蹈': 2, '生活': 37, '影视': 1, '音乐': 30, '知识': 1, '游戏': 1, '娱乐': 8}",27,707488,"[489412051, 517327498, 8047632, 72209046, 8366990, 37090048, 7584632, 177613639, 349721082, 434346657, 235555226, 289887832, 295711424]"
773,773,491593210,491593210,姬一元,男,6,True,bilibili 知名UP主,1,"{'动画': 5, '生活': 81, '美食': 7, '游戏': 7, '娱乐': 2}",101,703402,"[1848018, 627888730, 10330740, 250858633, 7487399, 605544858, 402923390, 26366366, 280793434, 178029850, 353539995, 414641554, 5970160, 37663924, 562197, 39847479, 254726274, 517327498, 1577804, 382986457, 25515594, 9617619, 20892823, 9824766, 13118294, 75547577, 28642491, 355596637, 54992199, 617285, 26240675, 37291782, 321173469, 22298920, 4223935, 5848380, 390461123, 163637592, 406745134, 546195, 337521240, 235555226, 4162287, 37090048, 777536, 176037767, 2920960, 437316738, 3957971, 29329085, 14110780]"
774,774,32741563,32741563,非人哉工作室,保密,6,True,非人哉官方账号,1,"{'动画': 6, '鬼畜': 1, '生活': 1, '国创': 435, '音乐': 3}",39,703452,"[268990278, 5632230, 36081646, 235555226, 26366366, 20165629, 14328316, 98627270, 37090048]"
775,775,10942427,10942427,香喷喷的小烤鸡,男,6,True,bilibili 知名美食UP主,1,"{'动画': 1, '生活': 17, '美食': 168, '音乐': 1, '游戏': 3}",22,700030,"[33775467, 122879, 196356191, 546195, 2403047, 19577966, 3032988, 4162287, 10119428, 2522486]"
776,776,6457791,6457791,EverydayOneCat,保密,6,False,EverydayOneCat官方账号，画师,1,"{'动画': 8, '生活': 27, '音乐': 3}",12,702181,"[2177677, 250475408]"
777,777,3295,3295,新月冰冰,女,6,True,bilibili 知名动漫UP主，直播签约主播,1,"{'动画': 188, '鬼畜': 3, '生活': 24, '国创': 23, '影视': 8, '音乐': 45, '知识': 4, '游戏': 60, '娱乐': 2}",211,699397,"[489412051, 37390043, 390371228, 9617619, 1643718, 11073, 63231, 375504219, 349991143, 2689967, 198297, 37961599, 37291782, 353840826, 3211302, 1328260, 124735327, 67141499, 20165629, 1605721, 13043933, 6574487, 1962633, 546195, 122879, 466272, 203337614, 9824766, 9458053, 20530305, 51896064, 14082, 33253839, 1791101, 1958342, 15324420, 82385070, 75547577, 378885845, 96070394, 299732210, 617285, 14110780, 174501086, 11253297, 168598, 216025, 43536, 250858633, 1893045, 268104, 9117212, 37946996, 75, 927687, 2829782, 216844, 18030567]"
778,778,20615621,20615621,采紫葳的凌霄子,保密,6,True,bilibili 知名鬼畜UP主,1,"{'动画': 8, '鬼畜': 130, '生活': 8, '影视': 1, '音乐': 10, '游戏': 4}",990,698210,"[90361813, 7792521, 297242063, 11336264, 19319172, 80304, 11616487, 9617619, 37390043, 3353026, 6875363, 353539995, 75547577, 383578614, 279991456, 137952, 641591444, 1885078, 25876945, 79577853, 10897973, 483311105, 641975239, 4578433, 908383, 3218685, 14871346, 605544858, 596324576, 1962633, 519253600, 254463269, 320818292, 3743849, 472129071, 470156882, 719238, 431047137, 393166851, 119801456, 197098, 5294454, 1351379, 79061224, 29329085, 1420982, 14068111, 320491072, 107486042, 19577966, 37291782, 7788379, 1848018, 240769971, 397540531, 35359510, 18706318, 486287787, 198439, 344849038, 515993, 397076059, 280793434, 2689967, 1754707, 338748561, 235555226, 18020792, 3116281, 270105105, 9321359, 453972, 11061327, 250648682, 303517323, 9824766, 13337125, 2920960, 350632501, 13354765, 1526101, 13279707, 299732210]"
779,779,429618480,429618480,白客,保密,6,True,演员白客,1,"{'生活': 8, '美食': 1, '知识': 1, '游戏': 1, '娱乐': 17}",2,696894,"[235555226, 2284412]"
780,780,12394995,12394995,粗犷毛线君,男,6,True,bilibili 知名搞笑UP主,1,"{'动画': 36, '鬼畜': 105, '舞蹈': 4, '生活': 976, '影视': 186, '数码': 6, '美食': 2, '音乐': 62, '知识': 9, '游戏': 17, '娱乐': 21}",583,698690,"[14946689, 227933, 69307, 46708782, 90361813, 250648682, 42561463, 347667464, 234256, 66606350, 81824112, 605205509, 20892823, 31220044, 152389373, 38053181, 598464467, 394609671, 10874201, 1837617, 476704454, 7655977, 382986457, 125526, 12816241, 3760773, 176037767, 501183549, 310702549, 641975239, 646730844, 271442527, 535019206, 402923390, 365135915, 321422126, 402576555, 3957971, 517327498, 26139491, 178029850, 474267806, 306895558, 353539995, 396848107, 479409514, 471792754, 19738891, 8864484, 353230307, 390461123, 7560829, 486287787, 3345720, 26366366, 258150656, 3066511, 28053896, 515993, 43645887, 403943112, 167202533]"
781,781,88773777,88773777,野生冻物wildpudding,保密,6,True,bilibili 知名UP主,1,"{'动画': 3, '鬼畜': 1, '舞蹈': 1, '生活': 19, '美食': 221, '音乐': 1, '知识': 2}",4,696637,"[37090048, 235555226]"
782,782,17244618,17244618,和之梦放送,保密,6,True,和之梦影视 官方账号,1,"{'时尚': 6, '生活': 115, '纪录片': 297, '影视': 4, '美食': 81, '知识': 43, '娱乐': 20}",9,695663,"[946974, 507521207, 1643718]"
783,783,451066708,451066708,新科娘Official,女,6,True,bilibili 知名虚拟UP主，直播签约主播,1,"{'动画': 53, '生活': 6, '国创': 1, '音乐': 33, '知识': 9, '游戏': 7}",22,694272,"[20530305, 456664753, 326968804, 349721082, 37090048, 235555226, 386900246]"
784,784,99336697,99336697,树根龙门阵,男,6,True,bilibili 知名UP主,1,"{'生活': 29, '影视': 14, '资讯': 1, '音乐': 1, '知识': 73, '游戏': 1, '娱乐': 4}",93,694784,"[385474, 486183, 59905809, 7487399, 1774758, 434378423, 300159010, 521249172, 37090048, 52165725, 474521380, 154021609, 526559715, 250111460, 517327498, 9458053, 54992199, 99157282, 3766866, 3386870, 80304, 27218150, 452161580, 20423027, 287795639, 14583962, 280793434, 26023642, 161419374, 548824, 2689967, 7792521, 5581898, 10330740, 14110780, 206840230, 20165629, 30643878, 32606879, 10462362, 4397552, 7349, 32365949, 14333871, 79061224, 17171565, 927587, 17819768, 21837784, 123938419, 19456751, 777536]"
785,785,27580511,27580511,一只南音呀,保密,6,True,bilibili 知名娱乐UP主,1,"{'舞蹈': 1, '生活': 3, '纪录片': 17, '影视': 48, '音乐': 5, '游戏': 1, '娱乐': 428}",90,693747,"[927587, 677063300, 517327498, 1526101, 25910292, 19577966, 946974, 163637592, 125526, 808171, 161250040, 1885078, 26366366, 37090048, 279991456, 30643878, 33918431, 4543111, 174501086, 4408538, 50329220, 20503549, 178778949, 466272, 546195, 208259, 20165629, 198439, 72209046, 50329118, 7458285, 6857104, 20166755, 258844831, 3380239, 3766866, 4856007, 15773384, 123938419, 20990353, 8578857, 3032988, 1467772, 43389575, 2, 2103351, 35581334, 35836017, 3682229, 6997378]"
786,786,9170987,9170987,一只老刘头,男,6,True,bilibili 知名时尚UP主,1,"{'时尚': 77, '生活': 23}",92,691808,"[28053896, 37090048, 12855005, 3331521, 33523307, 79061224, 3116281, 88773777, 22141287, 269558, 5374954, 24314825, 1918296, 285499073, 26139491, 32050054, 250111460, 9008159, 18020792, 39922227, 13826185]"
787,787,72956117,72956117,panpiano,保密,6,True,,1,{},2,690347,[]
788,788,206840230,206840230,科幻Fans布玛,女,6,True,bilibili 知名UP主,1,"{'动画': 6, '生活': 2, '国创': 8, '影视': 984, '游戏': 2}",39,691697,"[58852835, 407045223, 3404595, 483203976, 37090048, 489412051, 270105105, 26366366, 3380239, 321173469, 328303954, 235555226]"
789,789,287462147,287462147,雪鱼探店,女,6,True,bilibili 知名美食UP主,1,"{'生活': 20, '纪录片': 2, '美食': 494}",7,690623,"[18739124, 390461123, 37090048, 235555226]"
